First name Last name	Last name of the artist	First name of the artist	Sex of the artist (F/M/FM/empty)	Membership in movement, if applicable	Biographical elements	Detailed address of the artist, as it appears in the catalogue	Country of the artist	State of the artist	City of the artist	City coordinate location	City lat	City long	Street number of the artist's address	Street name of the artist's address	Street coordinate location	Street lat	Street long	Floor level of the artist's address	Local address of the artist	Additional information on the artist's address	Address as it appears in the catalogue	Country of the artist 2	State of the artist 2	City of the artist 2	Street number of the artist's address 2	Street name of the artist's address 2	Floor level of the artist's address 2	Local address of the artist 2	Additional information on the artist's address 2	Artist's nationality	Student of	Birth year	Month of birth	Day of birth	Detailed birth address of the artist, as it appears in the catalogue	Country of birth	State of birth	City of birth	Street number of the birth address	Street name of the birth address	Floor level of the birth address	Local address of birth	Additional information on the birth address	Year of death	Month of death	Day of death	Detailed death address of the artist, as it appears in the catalogue	Country of death	State of death	City of death	Street number of the death address	Street name of the death address	Floor level of the death address	Local address of death	Additional information on the death address	Notes	Number	Title of artwork	Subtitle	Dimension_bis	Medium_bis	Translated title	Start year of creation	Start month of creation	Start day of creation	End year of creation	End month of creation	End day of creation	Country of creation	State of creation	City of creation	Dimensions	Categories	Medium	Room	Chapter of the catalogue ?	Price	Location/Owner	Owner's country	Owner's state	Owner's city	Notes2
Ch. AERTS 	AERTS 	Ch.	M		 137, rue Saint-Dizier, Nancy (Meurthe-et-Moselle).	 137, rue Saint-Dizier, Nancy (Meurthe-et-Moselle).	France	 	Nancy	48.692777777778,6.1836111111111	48.692777777778	6.1836111111111	137	Rue Saint-Dizier	48.689,6.18379	48.689	6.18379	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	15	Étude d’Automne.	A. Ch.	Agrandissement	Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Augustin ALBINET 	ALBINET 	Augustin	M		  Menneval, près Bernay (Eure).	  Menneval, près Bernay (Eure).	France	 	Menneval	49.097222222222,0.62388888888889	49.097222222222	0.62388888888889	 					 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	16	Chemin creux.	A. Br.	Agrandissement	Papier au gelatino-bromure d'argent	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
A. J. ANDERSON 	ANDERSON 	A. J.			  Glencoe, Saint-Mary Church, Torquay (Angleterre).	  Glencoe, Saint-Mary Church, Torquay (Angleterre).	England	 	Torquay	50.4625,-3.5280555555556	50.4625	-3.5280555555556	 	Fore Street				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	17	Quand la mare est basse.	Pl.		Papier au platine	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
A. J. ANDERSON 	ANDERSON 	A. J.			  Glencoe, Saint-Mary Church, Torquay (Angleterre).	  Glencoe, Saint-Mary Church, Torquay (Angleterre).	England	 	Torquay	50.4625,-3.5280555555556	50.4625	-3.5280555555556	 	Fore Street				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	18	En quittant le port brumeux.	Gb. C.		Procédé à la gomme bichromatée en plusieurs couches	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
A. J. ANDERSON 	ANDERSON 	A. J.			  Glencoe, Saint-Mary Church, Torquay (Angleterre).	  Glencoe, Saint-Mary Church, Torquay (Angleterre).	England	 	Torquay	50.4625,-3.5280555555556	50.4625	-3.5280555555556	 	Fore Street				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	19	Panneau décoratif.	Pl.		Papier au platine	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
A. J. ANDERSON 	ANDERSON 	A. J.			  Glencoe, Saint-Mary Church, Torquay (Angleterre).	  Glencoe, Saint-Mary Church, Torquay (Angleterre).	England	 	Torquay	50.4625,-3.5280555555556	50.4625	-3.5280555555556	 	Fore Street				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	20	Dartmoor.	Pl.		Papier au platine	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
B. W. ARENDSEN 	ARENDSEN 	B. W.			 6, Molsteeg, Amsterdam (Pays-Bas).	 6, Molsteeg, Amsterdam (Pays-Bas).	Netherlands	 	Amsterdam	52.383333333333,4.9	52.383333333333	4.9	6	Molsteeg	52.3742,4.8906	52.3742	4.8906	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	21	Le sculpteur E. Jacobs.	Gb.		Procédé à la gomme bichromatée	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
B. W. ARENDSEN 	ARENDSEN 	B. W.			 6, Molsteeg, Amsterdam (Pays-Bas).	 6, Molsteeg, Amsterdam (Pays-Bas).	Netherlands	 	Amsterdam	52.383333333333,4.9	52.383333333333	4.9	6	Molsteeg	52.3742,4.8906	52.3742	4.8906	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	22	Paysanne Hollandaise.	A. Br.	Agrandissement	Papier au gelatino-bromure d'argent	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Auguste AUBERT 	AUBERT 	Auguste	M		  Ministère de la Marine, Paris.	  Ministère de la Marine, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	 	place de la Concorde	48.865555555556,2.3211111111111	48.865555555556	2.3211111111111	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	23	Le Grand-Palais. — Illumination du 25 Décembre 1903.	A. Ch.	Agrandissement	Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Louis AUMONT 	AUMONT 	Louis	M	Société d'Etudes	  S. E. 38, avenue de Suffren, Paris.	38, avenue de Suffren, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	38	avenue de Suffren	48.851628,2.300144	48.851628	2.300144	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	24	Bords de la Seine. 	D. Ch. V.	Épreuve directe	Papier charbon velours Artigue	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Louis AUMONT 	AUMONT 	Louis	M	Société d'Etudes	  S. E. 38, avenue de Suffren, Paris.	38, avenue de Suffren, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	38	avenue de Suffren	48.851628,2.300144	48.851628	2.300144	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	25	Paysage d’hiver. 	D. Ch. V.	Épreuve directe	Papier charbon velours Artigue	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Raymond BACHELARD 	BACHELARD 	Raymond	M		 7, place Saint-Jean, Nancy (Meurthe-et-Moselle).	 7, place Saint-Jean, Nancy (Meurthe-et-Moselle).	France	 	Nancy	48.692777777778,6.1836111111111	48.692777777778	6.1836111111111	7	Place Maginot	48.6896,6.17792	48.6896	6.17792	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	26	Fin du jour. 	A. Ch.	Agrandissement	Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Raymond BACHELARD 	BACHELARD 	Raymond	M		 7, place Saint-Jean, Nancy (Meurthe-et-Moselle).	 7, place Saint-Jean, Nancy (Meurthe-et-Moselle).	France	 	Nancy	48.692777777778,6.1836111111111	48.692777777778	6.1836111111111	7	Place Maginot	48.6896,6.17792	48.6896	6.17792	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	27	Attelage vosgien. 	A. Ch.	Agrandissement	Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
H. P. BAILY 	BAILY 	H. P.			 15, Bank St., Philadelphie E. U. A.).	 15, Bank St., Philadelphie E. U. A.).	United States of America	 	Philadelphia	39.952777777778,-75.163611111111	39.952777777778	-75.163611111111	15	 Bank Street				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	28	Carmin.	A. Br.	Agrandissement	Papier au gelatino-bromure d'argent	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Henry BALLIF 	BALLIF 	Henry	M		 2, rue Balzac, Tours (Indre-et-Loire).	 2, rue Balzac, Tours (Indre-et-Loire).	France	 	Tours	47.392777777778,0.68833333333333	47.392777777778	0.68833333333333	2	 rue Balzac				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	29	Étude d'arbres, Moulin des Arpentis. 	D. Ch. Fr.	Épreuve directe	Papier au charbon Fresson	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Henry BALLIF 	BALLIF 	Henry	M		 2, rue Balzac, Tours (Indre-et-Loire).	 2, rue Balzac, Tours (Indre-et-Loire).	France	 	Tours	47.392777777778,0.68833333333333	47.392777777778	0.68833333333333	2	 rue Balzac				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	30	Le Chenal du port des Sables (Vendée). 	D. Ch. Fr.	Épreuve directe	Papier au charbon Fresson	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
L. BEAU	BEAU	L.			 10, rue de la Terrasse, Paris.	 10, rue de la Terrasse, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	10	rue de la Terrasse	48.8821,2.31387	48.8821	2.31387	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	31	Au Drochon (Beuzeval).				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
L. BEAU	BEAU	L.			 10, rue de la Terrasse, Paris.	 10, rue de la Terrasse, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	10	rue de la Terrasse	48.8821,2.31387	48.8821	2.31387	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	32	Rentrée au port.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Comte Ch. de la BÉDOYERE 	BÉDOYERE 	Comte Ch. de la	M		 19, rue Ville-Pepin, Saint-Servan (Ille-et-Vilaine).	 19, rue Ville-Pepin, Saint-Servan (Ille-et-Vilaine).	France	 	Saint-Servan-sur-Mer	48.63167,-1.99944	48.63167	-1.99944	19	rue Ville-Pépin	48.635,-2.01389	48.635	-2.01389	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	33	Sœur Antoinette. 	D. Gb.	Épreuve directe	Procédé à la gomme bichromatée	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Alfred BEGOZ 	BEGOZ 	Alfred	M		 4, cite d’Hauteville, Paris.	 4, cite d’Hauteville, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	4	cité d'Hauteville	48.8764,2.352	48.8764	2.352	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	34	Communiante. 	Ch. Fr.		Papier au charbon Fresson	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Alfred BEGOZ 	BEGOZ 	Alfred	M		 4, cite d’Hauteville, Paris.	 4, cite d’Hauteville, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	4	cité d'Hauteville	48.8764,2.352	48.8764	2.352	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	35	Marée basse. 	Ch. Fr.		Papier au charbon Fresson	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Édouard BELIN 	BELIN 	Édouard	M		 3, rue Francisque-Sarcey. Paris.	 3, rue Francisque-Sarcey. Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	3	rue Francisque-Sarcey	48.8594,2.28172	48.8594	2.28172	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	36	Étude. 	D. Ch.	Épreuve directe	Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Édouard BELIN 	BELIN 	Édouard	M		 3, rue Francisque-Sarcey. Paris.	 3, rue Francisque-Sarcey. Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	3	rue Francisque-Sarcey	48.8594,2.28172	48.8594	2.28172	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	37	La Baroche, (planche d’« Alsace »). 	D. Ch.	Épreuve directe	Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Édouard BELIN 	BELIN 	Édouard	M		 3, rue Francisque-Sarcey. Paris.	 3, rue Francisque-Sarcey. Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	3	rue Francisque-Sarcey	48.8594,2.28172	48.8594	2.28172	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	38	Coucher de soleil sur le Léman. 	D. Ch.	Épreuve directe	Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Henri BELLIENI 	BELLIENI 	Henri	M	Société Française de Photographie / Société Lorraine de Photographie	  S. F. P. - SOC. LORRAINE. 17, Place Carnot, Nancy (Meurthe-et-Moselle).	17, Place Carnot, Nancy (Meurthe-et-Moselle).	France	 	Nancy	48.692777777778,6.1836111111111	48.692777777778	6.1836111111111	17	place Carnot	48.6936,6.1775	48.6936	6.1775	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	39	Le Soir.	A. Ch.	Agrandissement	Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Henri BELLIENI 	BELLIENI 	Henri	M	Société Française de Photographie / Société Lorraine de Photographie	  S. F. P. - SOC. LORRAINE. 17, Place Carnot, Nancy (Meurthe-et-Moselle).	17, Place Carnot, Nancy (Meurthe-et-Moselle).	France	 	Nancy	48.692777777778,6.1836111111111	48.692777777778	6.1836111111111	17	place Carnot	48.6936,6.1775	48.6936	6.1775	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	40	La Préférée.	A. Ch.	Agrandissement	Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Henri BELLIENI 	BELLIENI 	Henri	M	Société Française de Photographie / Société Lorraine de Photographie	  S. F. P. - SOC. LORRAINE. 17, Place Carnot, Nancy (Meurthe-et-Moselle).	17, Place Carnot, Nancy (Meurthe-et-Moselle).	France	 	Nancy	48.692777777778,6.1836111111111	48.692777777778	6.1836111111111	17	place Carnot	48.6936,6.1775	48.6936	6.1775	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	41	Vaches à la rivière.	A. Ch.	Agrandissement	Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Henri BELLIENI 	BELLIENI 	Henri	M	Société Française de Photographie / Société Lorraine de Photographie	  S. F. P. - SOC. LORRAINE. 17, Place Carnot, Nancy (Meurthe-et-Moselle).	17, Place Carnot, Nancy (Meurthe-et-Moselle).	France	 	Nancy	48.692777777778,6.1836111111111	48.692777777778	6.1836111111111	17	place Carnot	48.6936,6.1775	48.6936	6.1775	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	42	A l’abreuvoir.	A. Ch.	Agrandissement	Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Henri BELLIENI 	BELLIENI 	Henri	M	Société Française de Photographie / Société Lorraine de Photographie	  S. F. P. - SOC. LORRAINE. 17, Place Carnot, Nancy (Meurthe-et-Moselle).	17, Place Carnot, Nancy (Meurthe-et-Moselle).	France	 	Nancy	48.692777777778,6.1836111111111	48.692777777778	6.1836111111111	17	place Carnot	48.6936,6.1775	48.6936	6.1775	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	43	Sur le Léman.	A. Ch.	Agrandissement	Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
