First name Last name	Last name of the artist	First name of the artist	Sex of the artist (F/M/FM/empty)	Membership in movement, if applicable	Biographical elements	Detailed address of the artist, as it appears in the catalogue	Country of the artist	State of the artist	City of the artist	City coordinate location	City lat	City long	Street number of the artist's address	Street name of the artist's address	Street coordinate location	Street lat	Street long	Floor level of the artist's address	Local address of the artist	Additional information on the artist's address	Address as it appears in the catalogue	Country of the artist 2	State of the artist 2	City of the artist 2	Street number of the artist's address 2	Street name of the artist's address 2	Floor level of the artist's address 2	Local address of the artist 2	Additional information on the artist's address 2	Artist's nationality	Student of	Birth year	Month of birth	Day of birth	Detailed birth address of the artist, as it appears in the catalogue	Country of birth	State of birth	City of birth	Street number of the birth address	Street name of the birth address	Floor level of the birth address	Local address of birth	Additional information on the birth address	Year of death	Month of death	Day of death	Detailed death address of the artist, as it appears in the catalogue	Country of death	State of death	City of death	Street number of the death address	Street name of the death address	Floor level of the death address	Local address of death	Additional information on the death address	Notes	Number	Title of artwork	Subtitle	Dimension_bis	Medium_bis	Translated title	Start year of creation	Start month of creation	Start day of creation	End year of creation	End month of creation	End day of creation	Country of creation	State of creation	City of creation	Dimensions	Categories	Medium	Room	Chapter of the catalogue ?	Price	Location/Owner	Owner's country	Owner's state	Owner's city	Notes2
BAILLOT D'ESTIVAUX DE VILLEMOUNE	BAILLOT D'ESTIVAUX DE VILLEMOUNE				 2, rue des Pavillons, Châteauroux (Indre).	 2, rue des Pavillons, Châteauroux (Indre).	France	 	Châteauroux	46.809722222222,1.6902777777778	46.809722222222	1.6902777777778	2	 rue des Pavillons				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	11	La Nuit.	D. Ch.	Épreuve directe	Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Harold BAKER 	BAKER 	Harold	M		  58, New-Street, Birmingham (Angleterre).	  58, New-Street, Birmingham (Angleterre).	England	 	Birmingham	52.48,-1.9025	52.48	-1.9025	58	New Street	52.4782,-1.89984	52.4782	-1.89984	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	12	Miss Laura Hansen.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Harold BAKER 	BAKER 	Harold	M		  58, New-Street, Birmingham (Angleterre).	  58, New-Street, Birmingham (Angleterre).	England	 	Birmingham	52.48,-1.9025	52.48	-1.9025	58	New Street	52.4782,-1.89984	52.4782	-1.89984	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	13	Un Vieux Lac.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Harold BAKER 	BAKER 	Harold	M		  58, New-Street, Birmingham (Angleterre).	  58, New-Street, Birmingham (Angleterre).	England	 	Birmingham	52.48,-1.9025	52.48	-1.9025	58	New Street	52.4782,-1.89984	52.4782	-1.89984	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	14	Shakespeares' Avon.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Harold BAKER 	BAKER 	Harold	M		  58, New-Street, Birmingham (Angleterre).	  58, New-Street, Birmingham (Angleterre).	England	 	Birmingham	52.48,-1.9025	52.48	-1.9025	58	New Street	52.4782,-1.89984	52.4782	-1.89984	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	15	Abbaye de Tewkesbury.	D.	Épreuve directe		 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Harold BAKER 	BAKER 	Harold	M		  58, New-Street, Birmingham (Angleterre).	  58, New-Street, Birmingham (Angleterre).	England	 	Birmingham	52.48,-1.9025	52.48	-1.9025	58	New Street	52.4782,-1.89984	52.4782	-1.89984	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	16	Étude d'Éclairage.	D.	Épreuve directe		 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Harold BAKER 	BAKER 	Harold	M		  58, New-Street, Birmingham (Angleterre).	  58, New-Street, Birmingham (Angleterre).	England	 	Birmingham	52.48,-1.9025	52.48	-1.9025	58	New Street	52.4782,-1.89984	52.4782	-1.89984	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	17	L'attente.	D.	Épreuve directe		 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Harold BAKER 	BAKER 	Harold	M		  58, New-Street, Birmingham (Angleterre).	  58, New-Street, Birmingham (Angleterre).	England	 	Birmingham	52.48,-1.9025	52.48	-1.9025	58	New Street	52.4782,-1.89984	52.4782	-1.89984	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	18	Rêverie.	D.	Épreuve directe		 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Joh.-A. BAKHUIS 	BAKHUIS 	Joh.-A.	M		  Olst (Hollande).	  Olst (Hollande).	Netherlands	 	Olst-Wijhe	52.3333,6.1	52.3333	6.1	 					 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	19	Le Départ des Brebis. 	D.	Épreuve directe		 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Joh.-A. BAKHUIS 	BAKHUIS 	Joh.-A.	M		  Olst (Hollande).	  Olst (Hollande).	Netherlands	 	Olst-Wijhe	52.3333,6.1	52.3333	6.1	 					 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	20	Coucher de Soleil.	D.	Épreuve directe		 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Henry BALLIF 	BALLIF 	Henry	M		  rue Balzac, 2, Tours (Indre-et-Loire).	  rue Balzac, 2, Tours (Indre-et-Loire).	France	 	Tours	47.392777777778,0.68833333333333	47.392777777778	0.68833333333333	2	rue Balzac				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	21	Le Cher à Bléré (Indre-et-Loire). 	D. Gb.	Épreuve directe	Procédé à la gomme bichromatée	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Henry BALLIF 	BALLIF 	Henry	M		  rue Balzac, 2, Tours (Indre-et-Loire).	  rue Balzac, 2, Tours (Indre-et-Loire).	France	 	Tours	47.392777777778,0.68833333333333	47.392777777778	0.68833333333333	2	rue Balzac				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	22	Femme arabe de Port-Saïd. 	D. Gb.	Épreuve directe	Procédé à la gomme bichromatée	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
M. BARGILLIAT 	BARGILLIAT 	M.			  Quimper (Finistère).	  Quimper (Finistère).	France	 	Quimper	47.995833333333,-4.0977777777778	47.995833333333	-4.0977777777778	 					 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	23	Labourage à Pennanguer.	A. S.	Agrandissement	Papier salé	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
M. BARGILLIAT 	BARGILLIAT 	M.			  Quimper (Finistère).	  Quimper (Finistère).	France	 	Quimper	47.995833333333,-4.0977777777778	47.995833333333	-4.0977777777778	 					 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	24	A la Fontaine.	A. S.	Agrandissement	Papier salé	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Comte de la BAUME-PLUVINEL 	BAUME-PLUVINEL 	Comte de la	M	Photo-Club de Paris / Société Française de Photographie	  P. C. P. — S. F. P., rue de la Baume, 9, Paris.	     rue de la Baume, 9, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	9	rue de La Baume	48.8746,2.31242	48.8746	2.31242	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	25	Steppe de Petite Russie. Bénédiction des Champs.	A. S.	Agrandissement	Papier salé	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Comte de la BAUME-PLUVINEL 	BAUME-PLUVINEL 	Comte de la	M	Photo-Club de Paris / Société Française de Photographie	  P. C. P. — S. F. P., rue de la Baume, 9, Paris.	     rue de la Baume, 9, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	9	rue de La Baume	48.8746,2.31242	48.8746	2.31242	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	26	Caucase. Puits d'eau douce dans la Presqu'île d'Apcheron.	A. Ch.	Agrandissement	Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Comte de la BAUME-PLUVINEL 	BAUME-PLUVINEL 	Comte de la	M	Photo-Club de Paris / Société Française de Photographie	  P. C. P. — S. F. P., rue de la Baume, 9, Paris.	     rue de la Baume, 9, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	9	rue de La Baume	48.8746,2.31242	48.8746	2.31242	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	27	Samarcande.	A. Ch.	Agrandissement	Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Comte de la BAUME-PLUVINEL 	BAUME-PLUVINEL 	Comte de la	M	Photo-Club de Paris / Société Française de Photographie	  P. C. P. — S. F. P., rue de la Baume, 9, Paris.	     rue de la Baume, 9, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	9	rue de La Baume	48.8746,2.31242	48.8746	2.31242	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	28	Marcoussis (Seine-et-Oise).	A. Ch.	Agrandissement	Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Alfred BÉGOZ	BÉGOZ	Alfred	M		 8 bis, rue Martel, Paris.	 8 bis, rue Martel, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	8	rue Martel	48.8741,2.35305	48.8741	2.35305	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	29	Laveuses.	A. Br.	Agrandissement	Papier au gelatino-bromure d'argent	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Henri BELLIENI 	BELLIENI 	Henri	M	Société Française de Photographie	  S. F. P., 17, place de l'Académie, Nancy (Meurthe-et-Moselle).	   17, place de l'Académie, Nancy (Meurthe-et-Moselle).	France	 	Nancy	48.692777777778,6.1836111111111	48.692777777778	6.1836111111111	17	place Carnot	48.6936,6.1775	48.6936	6.1775	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	30	Les Rapides du Doubs.	A. Br.	Agrandissement	Papier au gelatino-bromure d'argent	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Henri BELLIENI 	BELLIENI 	Henri	M	Société Française de Photographie	  S. F. P., 17, place de l'Académie, Nancy (Meurthe-et-Moselle).	   17, place de l'Académie, Nancy (Meurthe-et-Moselle).	France	 	Nancy	48.692777777778,6.1836111111111	48.692777777778	6.1836111111111	17	place Carnot	48.6936,6.1775	48.6936	6.1775	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	31	Château d'Engelstein.	A. Br.	Agrandissement	Papier au gelatino-bromure d'argent	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Henri BELLIENI 	BELLIENI 	Henri	M	Société Française de Photographie	  S. F. P., 17, place de l'Académie, Nancy (Meurthe-et-Moselle).	   17, place de l'Académie, Nancy (Meurthe-et-Moselle).	France	 	Nancy	48.692777777778,6.1836111111111	48.692777777778	6.1836111111111	17	place Carnot	48.6936,6.1775	48.6936	6.1775	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	32	La Moselle à Liverdun.	A. Br.	Agrandissement	Papier au gelatino-bromure d'argent	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Walter BENINGTON 	BENINGTON 	Walter	M		  Bush Hill Park, Middlesex (Angleterre).	  Bush Hill Park, Middlesex (Angleterre).	England	 	Enfield	51.65222222222222,-0.08083333333333333	51.65222222222222	-0.08083333333333333	 	Bush Hill Park	51.6429,-0.0736	51.6429	-0.0736	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	33	Portrait.	A. Ch.	Agrandissement	Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Walter BENINGTON 	BENINGTON 	Walter	M		  Bush Hill Park, Middlesex (Angleterre).	  Bush Hill Park, Middlesex (Angleterre).	England	 	Enfield	51.65222222222222,-0.08083333333333333	51.65222222222222	-0.08083333333333333	 	Bush Hill Park	51.6429,-0.0736	51.6429	-0.0736	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	34	Le Ruisseau.	A. Pl.	Agrandissement	Papier au platine	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Henri-W. BENNETT 	BENNETT 	Henri-W.	M		  Hastings House, Norfolk Street, Strand, Londres, W. C. (Angleterre).	  Hastings House, Norfolk Street, Strand, Londres, W. C. (Angleterre).	England	 	London	51.507222222222,-0.1275	51.507222222222	-0.1275	 	Norfolk Street	51.51183888888889,-0.11468055555555556	51.51183888888889	-0.11468055555555556	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	35	Départ au Clair de Lune.	D. Pl.	Épreuve directe	Papier au platine	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Henri-W. BENNETT 	BENNETT 	Henri-W.	M		  Hastings House, Norfolk Street, Strand, Londres, W. C. (Angleterre).	  Hastings House, Norfolk Street, Strand, Londres, W. C. (Angleterre).	England	 	London	51.507222222222,-0.1275	51.507222222222	-0.1275	 	Norfolk Street	51.51183888888889,-0.11468055555555556	51.51183888888889	-0.11468055555555556	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	36	Forte brise.	D. Pl.	Épreuve directe	Papier au platine	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Charles-J. BERG 	BERG 	Charles-J.	M		  10, West, 23rd str., New-York city. (U. S. A.).	  10, West, 23rd str., New-York city. (U. S. A.).	United States of America	 	New York City	40.7,-74	40.7	-74	10	10, West 23rd str.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	37	Méditation.	D Pl.		Papier au platine	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Charles-J. BERG 	BERG 	Charles-J.	M		  10, West, 23rd str., New-York city. (U. S. A.).	  10, West, 23rd str., New-York city. (U. S. A.).	United States of America	 	New York City	40.7,-74	40.7	-74	10	10, West 23rd str.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	38	Étude.	D. Pl.	Épreuve directe	Papier au platine	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Charles-J. BERG 	BERG 	Charles-J.	M		  10, West, 23rd str., New-York city. (U. S. A.).	  10, West, 23rd str., New-York city. (U. S. A.).	United States of America	 	New York City	40.7,-74	40.7	-74	10	10, West 23rd str.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	39	Rêverie.	D. Pl.	Épreuve directe	Papier au platine	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
J.-S. BERGHEIM 	BERGHEIM 	J.-S.		Camera Club de Vienne	  C. C. V., Rathhausstrasse, 7, Vienne (Autriche).	   Rathhausstrasse, 7, Vienne (Autriche).	Austria	 	Vienna	48.208333333333336,16.3725	48.208333333333336	16.3725	7	Rathausstraße	48.2097,16.3561	48.2097	16.3561	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	40	Mevrow van Le w.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
J.-S. BERGHEIM 	BERGHEIM 	J.-S.		Camera Club de Vienne	  C. C. V., Rathhausstrasse, 7, Vienne (Autriche).	   Rathhausstrasse, 7, Vienne (Autriche).	Austria	 	Vienna	48.208333333333336,16.3725	48.208333333333336	16.3725	7	Rathausstraße	48.2097,16.3561	48.2097	16.3561	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	41	Rêverie.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
J.-S. BERGHEIM 	BERGHEIM 	J.-S.		Camera Club de Vienne	  C. C. V., Rathhausstrasse, 7, Vienne (Autriche).	   Rathhausstrasse, 7, Vienne (Autriche).	Austria	 	Vienna	48.208333333333336,16.3725	48.208333333333336	16.3725	7	Rathausstraße	48.2097,16.3561	48.2097	16.3561	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	42	Mistress Pamela.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
J.-S. BERGHEIM 	BERGHEIM 	J.-S.		Camera Club de Vienne	  C. C. V., Rathhausstrasse, 7, Vienne (Autriche).	   Rathhausstrasse, 7, Vienne (Autriche).	Austria	 	Vienna	48.208333333333336,16.3725	48.208333333333336	16.3725	7	Rathausstraße	48.2097,16.3561	48.2097	16.3561	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	43	Magdalena.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
J.-S. BERGHEIM 	BERGHEIM 	J.-S.		Camera Club de Vienne	  C. C. V., Rathhausstrasse, 7, Vienne (Autriche).	   Rathhausstrasse, 7, Vienne (Autriche).	Austria	 	Vienna	48.208333333333336,16.3725	48.208333333333336	16.3725	7	Rathausstraße	48.2097,16.3561	48.2097	16.3561	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	44	Une Causerie.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
