First name Last name	Last name of the artist	First name of the artist	Sex of the artist (F/M/FM/empty)	Membership in movement, if applicable	Biographical elements	Detailed address of the artist, as it appears in the catalogue	Country of the artist	State of the artist	City of the artist	City coordinate location	City lat	City long	Street number of the artist's address	Street name of the artist's address	Street coordinate location	Street lat	Street long	Floor level of the artist's address	Local address of the artist	Additional information on the artist's address	Address as it appears in the catalogue	Country of the artist 2	State of the artist 2	City of the artist 2	Street number of the artist's address 2	Street name of the artist's address 2	Floor level of the artist's address 2	Local address of the artist 2	Additional information on the artist's address 2	Artist's nationality	Student of	Birth year	Month of birth	Day of birth	Detailed birth address of the artist, as it appears in the catalogue	Country of birth	State of birth	City of birth	Street number of the birth address	Street name of the birth address	Floor level of the birth address	Local address of birth	Additional information on the birth address	Year of death	Month of death	Day of death	Detailed death address of the artist, as it appears in the catalogue	Country of death	State of death	City of death	Street number of the death address	Street name of the death address	Floor level of the death address	Local address of death	Additional information on the death address	Notes	Number	Title of artwork	Subtitle	Dimension_bis	Medium_bis	Translated title	Start year of creation	Start month of creation	Start day of creation	End year of creation	End month of creation	End day of creation	Country of creation	State of creation	City of creation	Dimensions	Categories	Medium	Room	Chapter of the catalogue ?	Price	Location/Owner	Owner's country	Owner's state	Owner's city	Notes2
ALEXANDRE	ALEXANDRE		M		 268, rue Haute, Bruxelles.	 268, rue Haute, Bruxelles.	Belgium	 	City of Brussels	50.846666666666664,4.351666666666667	50.846666666666664	4.351666666666667	268	Rue Haute - Hoogstraat	50.837829,4.349341	50.837829	4.349341	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	11	 Néron.	Br.		Papier au gelatino-bromure d'argent	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
ALEXANDRE	ALEXANDRE		M		 268, rue Haute, Bruxelles.	 268, rue Haute, Bruxelles.	Belgium	 	City of Brussels	50.846666666666664,4.351666666666667	50.846666666666664	4.351666666666667	268	Rue Haute - Hoogstraat	50.837829,4.349341	50.837829	4.349341	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	12	 La Procession au Couvent.	Ch.		Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
A. ALFROY 	ALFROY 	A.			 23, rue Beaurepaire, Paris.	 23, rue Beaurepaire, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	23	rue Beaurepaire	48.8703,2.3638	48.8703	2.3638	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	13	 Pont rustique sur l'Almont.	D. Pl.	Épreuve directe	Papier au platine	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Domingo AMENOS 	AMENOS 	Domingo	M		 Pelayo, 2. 4a, 2a, Barcelone (Espagne).	 Pelayo, 2. 4a, 2a, Barcelone (Espagne).	Spain	 	Barcelona	41.3825,2.1769444444444	41.3825	2.1769444444444	 	Carrer de Pelai, Barcelona	41.385705,2.167539	41.385705	2.167539	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	14	 Le Magicien.	D. Pl.	Épreuve directe	Papier au platine	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Ernest ASHTON 	ASHTON 	Ernest	M	Linked Ring	 L. R. Tunbridge Wells (Angleterre).	  Tunbridge Wells (Angleterre).	England	 	Royal Tunbridge Wells	51.132,0.263	51.132	0.263	 					 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	15	 Dans le bazar du Caire.	D. Pl.	Épreuve directe	Papier au platine	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Ernest ASHTON 	ASHTON 	Ernest	M	Linked Ring	 L. R. Tunbridge Wells (Angleterre).	  Tunbridge Wells (Angleterre).	England	 	Royal Tunbridge Wells	51.132,0.263	51.132	0.263	 					 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	16	 En Nubie.	D. Pl.	Épreuve directe	Papier au platine	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Ernest ASHTON 	ASHTON 	Ernest	M	Linked Ring	 L. R. Tunbridge Wells (Angleterre).	  Tunbridge Wells (Angleterre).	England	 	Royal Tunbridge Wells	51.132,0.263	51.132	0.263	 					 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	17	 Le Nil.	D. Pl.	Épreuve directe	Papier au platine	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Edgar AUDRA 	AUDRA 	Edgar	M	Société Française de Photographie	 S. F. P. 3, rue de Logelbach, Paris.	  3, rue de Logelbach, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	3	rue de Logelbach	48.8813,2.30843	48.8813	2.30843	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	18	 Profil de jeune fille.	D. Pl.	Épreuve directe	Papier au platine	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Edgar AUDRA 	AUDRA 	Edgar	M	Société Française de Photographie	 S. F. P. 3, rue de Logelbach, Paris.	  3, rue de Logelbach, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	3	rue de Logelbach	48.8813,2.30843	48.8813	2.30843	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	19	 Étude de jeune fille.	D. Ch.	Épreuve directe	Papier charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Félix BACOUËL 	BACOUËL 	Félix	M		 2, rue de Paris, Douai (Nord).	 2, rue de Paris, Douai (Nord).	France	 	Douai	50.370833333333,3.0791666666667	50.370833333333	3.0791666666667	2	 rue de Paris				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	20	 Un yacht à Bayonne.	 A. Br.	Agrandissement	Papier au gelatino-bromure d'argent	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
BAILLOT D'ESTIVAUX DE VILLEMOUNE	BAILLOT D'ESTIVAUX DE VILLEMOUNE				 2, rue des Pavillons, Châteauroux (Indre).	 2, rue des Pavillons, Châteauroux (Indre).	France	 	Châteauroux	46.809722222222,1.6902777777778	46.809722222222	1.6902777777778	2	 rue des Pavillons				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	21	 Fileuse limousine. 	A. S.	Agrandissement	Papier salé	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
BAILLOT D'ESTIVAUX DE VILLEMOUNE	BAILLOT D'ESTIVAUX DE VILLEMOUNE				 2, rue des Pavillons, Châteauroux (Indre).	 2, rue des Pavillons, Châteauroux (Indre).	France	 	Châteauroux	46.809722222222,1.6902777777778	46.809722222222	1.6902777777778	2	 rue des Pavillons				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	22	 Liseuse.	D. S.	Épreuve directe	Papier salé	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Henry BALLIF 	BALLIF 	Henry	M		 2, rue Balzac, Tours (Indre-et-Loire).	 2, rue Balzac, Tours (Indre-et-Loire).	France	 	Tours	47.392777777778,0.68833333333333	47.392777777778	0.68833333333333	2	 rue Balzac				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	23	 En mer, près Larmor.	A. Br.	Agrandissement	Papier au gelatino-bromure d'argent	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Henry BALLIF 	BALLIF 	Henry	M		 2, rue Balzac, Tours (Indre-et-Loire).	 2, rue Balzac, Tours (Indre-et-Loire).	France	 	Tours	47.392777777778,0.68833333333333	47.392777777778	0.68833333333333	2	 rue Balzac				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	24	 Coqs et Poules.	D. Gb.	Épreuve directe	Procédé à la gomme bichromatée	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Henry BALLIF 	BALLIF 	Henry	M		 2, rue Balzac, Tours (Indre-et-Loire).	 2, rue Balzac, Tours (Indre-et-Loire).	France	 	Tours	47.392777777778,0.68833333333333	47.392777777778	0.68833333333333	2	 rue Balzac				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	25	 Centenaire tourangeau.	A. Gb.	Agrandissement	Procédé à la gomme bichromatée	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Augustin BARBICHON 	BARBICHON 	Augustin	M	Société Française de Photographie	 S. F. P. 19, rue Saint-Pierre, Versailles (Seine-et-Oise).	  19, rue Saint-Pierre, Versailles (Seine-et-Oise).	France	 	Versailles	48.804722222222,2.1341666666667	48.804722222222	2.1341666666667	19	rue Georges-Clemenceau				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	26	 Portrait-Étude. 	A. Br. Vc.	Agrandissement	Papier au gelatino-bromure d'argent, virage au cuivre	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Augustin BARBICHON 	BARBICHON 	Augustin	M	Société Française de Photographie	 S. F. P. 19, rue Saint-Pierre, Versailles (Seine-et-Oise).	  19, rue Saint-Pierre, Versailles (Seine-et-Oise).	France	 	Versailles	48.804722222222,2.1341666666667	48.804722222222	2.1341666666667	19	rue Georges-Clemenceau				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	27	 Au bord du chemin.	A. Br. Vc.	Agrandissement	Papier au gelatino-bromure d'argent, virage au cuivre	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Augustin BARBICHON 	BARBICHON 	Augustin	M	Société Française de Photographie	 S. F. P. 19, rue Saint-Pierre, Versailles (Seine-et-Oise).	  19, rue Saint-Pierre, Versailles (Seine-et-Oise).	France	 	Versailles	48.804722222222,2.1341666666667	48.804722222222	2.1341666666667	19	rue Georges-Clemenceau				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	28	 Givre et Brouillard.	D. Br.	Épreuve directe	Papier au gelatino-bromure d'argent	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Augustin BARBICHON 	BARBICHON 	Augustin	M	Société Française de Photographie	 S. F. P. 19, rue Saint-Pierre, Versailles (Seine-et-Oise).	  19, rue Saint-Pierre, Versailles (Seine-et-Oise).	France	 	Versailles	48.804722222222,2.1341666666667	48.804722222222	2.1341666666667	19	rue Georges-Clemenceau				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	29	 Givre et Brouillard.	D. Br.	Épreuve directe	Papier au gelatino-bromure d'argent	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Augustin BARBICHON 	BARBICHON 	Augustin	M	Société Française de Photographie	 S. F. P. 19, rue Saint-Pierre, Versailles (Seine-et-Oise).	  19, rue Saint-Pierre, Versailles (Seine-et-Oise).	France	 	Versailles	48.804722222222,2.1341666666667	48.804722222222	2.1341666666667	19	rue Georges-Clemenceau				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	30	 Ronces et Genêts (effet de givre).	D. Br.	Épreuve directe	Papier au gelatino-bromure d'argent	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Augustin BARBICHON 	BARBICHON 	Augustin	M	Société Française de Photographie	 S. F. P. 19, rue Saint-Pierre, Versailles (Seine-et-Oise).	  19, rue Saint-Pierre, Versailles (Seine-et-Oise).	France	 	Versailles	48.804722222222,2.1341666666667	48.804722222222	2.1341666666667	19	rue Georges-Clemenceau				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	31	 Carrière abandonnée.	D. Br.	Épreuve directe	Papier au gelatino-bromure d'argent	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
M. BARGILLIAT 	BARGILLIAT 	M.			 28, rue de Pont-l'Abbé, Quimper (Finistère).	 28, rue de Pont-l'Abbé, Quimper (Finistère).	France	 	Quimper	47.995833333333,-4.0977777777778	47.995833333333	-4.0977777777778	28	 rue de Pont-l'Abbé				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	32	 Dans le herbes.	D. Br.	Épreuve directe	Papier au gelatino-bromure d'argent	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
M. BARGILLIAT 	BARGILLIAT 	M.			 28, rue de Pont-l'Abbé, Quimper (Finistère).	 28, rue de Pont-l'Abbé, Quimper (Finistère).	France	 	Quimper	47.995833333333,-4.0977777777778	47.995833333333	-4.0977777777778	28	 rue de Pont-l'Abbé				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	33	 Passage à gué.	D. G. cl.	Épreuve directe	Papier au gelatino-chlorure (dit aristotype)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
M. BARGILLIAT 	BARGILLIAT 	M.			 28, rue de Pont-l'Abbé, Quimper (Finistère).	 28, rue de Pont-l'Abbé, Quimper (Finistère).	France	 	Quimper	47.995833333333,-4.0977777777778	47.995833333333	-4.0977777777778	28	 rue de Pont-l'Abbé				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	34	 La Moisson en Bretagne.	D. G. cl.	Épreuve directe	Papier au gelatino-chlorure (dit aristotype)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
M. BARGILLIAT 	BARGILLIAT 	M.			 28, rue de Pont-l'Abbé, Quimper (Finistère).	 28, rue de Pont-l'Abbé, Quimper (Finistère).	France	 	Quimper	47.995833333333,-4.0977777777778	47.995833333333	-4.0977777777778	28	 rue de Pont-l'Abbé				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	35	 Sarcleuse.	D. G. cl.	Épreuve directe	Papier au gelatino-chlorure (dit aristotype)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
E.-E. BARRON 	BARRON 	E.-E.			 55, Lincolns Inn Fields, Londres.	 55, Lincolns Inn Fields, Londres.	England	 	London	51.507222222222,-0.1275	51.507222222222	-0.1275	55	Lincoln's Inn Fields	51.5161,-0.1166	51.5161	-0.1166	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	36	 Travailleurs de la Tamise.	D. Pl.	Épreuve directe	Papier au platine	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
E.-E. BARRON 	BARRON 	E.-E.			 55, Lincolns Inn Fields, Londres.	 55, Lincolns Inn Fields, Londres.	England	 	London	51.507222222222,-0.1275	51.507222222222	-0.1275	55	Lincoln's Inn Fields	51.5161,-0.1166	51.5161	-0.1166	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	37	 Marée basse.	D. Pl.	Épreuve directe	Papier au platine	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
E.-E. BARRON 	BARRON 	E.-E.			 55, Lincolns Inn Fields, Londres.	 55, Lincolns Inn Fields, Londres.	England	 	London	51.507222222222,-0.1275	51.507222222222	-0.1275	55	Lincoln's Inn Fields	51.5161,-0.1166	51.5161	-0.1166	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	38	 A l'ancre dans la Tamise.	D. Pl.	Épreuve directe	Papier au platine	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
N. BATOULIN 	BATOULIN 	N.			 Samara (Russie).	 Samara (Russie).	Russia	 	Samara	53.183333333333,50.116666666667	53.183333333333	50.116666666667	 					 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	39	 Un artiste.	D. G. cl.	Épreuve directe	Papier au gelatino-chlorure (dit aristotype)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Alfred BÉGOZ 	BÉGOZ 	Alfred	M		 24, cité Trévise, Paris.	 24, cité Trévise, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	24	cité de Trévise	48.8751,2.34699	48.8751	2.34699	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	40	 Retour de Pêche. 	A. Pl. Dm.	Agrandissement	Papier au platine sépia	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Alfred BÉGOZ 	BÉGOZ 	Alfred	M		 24, cité Trévise, Paris.	 24, cité Trévise, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	24	cité de Trévise	48.8751,2.34699	48.8751	2.34699	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	41	 Le Fort Saint-Pierre. 	A. Pl. Dm.	Agrandissement	Papier au platine sépia	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Alfred BÉGOZ 	BÉGOZ 	Alfred	M		 24, cité Trévise, Paris.	 24, cité Trévise, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	24	cité de Trévise	48.8751,2.34699	48.8751	2.34699	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	42	 Au coucher du soleil.	 A. Pl. Dm.	Agrandissement	Papier au platine sépia	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Alfred BÉGOZ 	BÉGOZ 	Alfred	M		 24, cité Trévise, Paris.	 24, cité Trévise, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	24	cité de Trévise	48.8751,2.34699	48.8751	2.34699	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	43	 Le Viel. 	A. Pl. Dm.	Agrandissement	Papier au platine sépia	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
