File	Exhibition_Date	First name Last name	Last name of the artist	First name of the artist	Sex of the artist (F/M/FM/empty)	Membership in movement, if applicable	Biographical elements	Detailed address of the artist, as it appears in the catalogue	Country of the artist	City of the artist	City coordinate location	City lat	City long	Street number of the artist's address	Street name of the address	Street coordinate location	Street lat	Street long	Number	Title of artwork	Subtitle	Dimension_bis	Medium_bis
PCP_1894.tsv	1894	Georges BERTEAUX 	BERTEAUX 	Georges	male		  75, avenue du Roule, Neuilly-sur-Seine.	  75, avenue du Roule, Neuilly-sur-Seine.	France	Neuilly-sur-Seine	48.887222222222,2.2675	48.887222222222	2.2675	75	avenue du Roule	48.88283,2.27612	48.88283	2.27612	49	 Château de Chillon 			
PCP_1894.tsv	1894	Georges BERTEAUX 	BERTEAUX 	Georges	male		  75, avenue du Roule, Neuilly-sur-Seine.	  75, avenue du Roule, Neuilly-sur-Seine.	France	Neuilly-sur-Seine	48.887222222222,2.2675	48.887222222222	2.2675	75	avenue du Roule	48.88283,2.27612	48.88283	2.27612	50	 Portrait de M  Lassalle 			
PCP_1894.tsv	1894	Maurice BINDER 	BINDER 	Maurice	male		  102 avenue des Champs-Élysées, Paris.	  102 avenue des Champs-Élysées, Paris.	France	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	102	avenue des Champs-Élysées	48.86967,2.30786	48.86967	2.30786	51	 Sur la Jetée 			
PCP_1894.tsv	1894	Maurice BINDER 	BINDER 	Maurice	male		  102 avenue des Champs-Élysées, Paris.	  102 avenue des Champs-Élysées, Paris.	France	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	102	avenue des Champs-Élysées	48.86967,2.30786	48.86967	2.30786	52	 Portrait 			
PCP_1894.tsv	1894	André BOIVIN 	BOIVIN	André	male		  64, rue de Lisbonne, Paris.	  64, rue de Lisbonne, Paris.	France	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	64	rue de Lisbonne	48.8777,2.31359	48.8777	2.31359	62	Rivière de la Selle  près de Rochefort 			
PCP_1894.tsv	1894	André BOIVIN 	BOIVIN	André	male		  64, rue de Lisbonne, Paris.	  64, rue de Lisbonne, Paris.	France	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	64	rue de Lisbonne	48.8777,2.31359	48.8777	2.31359	63	Vallée de la Rabette 			
PCP_1894.tsv	1894	André BOIVIN 	BOIVIN	André	male		  64, rue de Lisbonne, Paris.	  64, rue de Lisbonne, Paris.	France	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	64	rue de Lisbonne	48.8777,2.31359	48.8777	2.31359	64	 Chaumière du « Coin du bois » 			
PCP_1894.tsv	1894	André BOIVIN 	BOIVIN	André	male		  64, rue de Lisbonne, Paris.	  64, rue de Lisbonne, Paris.	France	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	64	rue de Lisbonne	48.8777,2.31359	48.8777	2.31359	65	 Chemin creux 			
PCP_1894.tsv	1894	Dr Georges BOUCHARD 	BOUCHARD 	Dr Georges	male		  19, rue d’Alsace, Saumur (Maine-et-Loire).	  19, rue d’Alsace, Saumur (Maine-et-Loire).	France	Saumur	47.259166666667,-0.078055555555556	47.259166666667	-0.078055555555556	19	 rue d’Alsace				66	 Cabanes de Tramesaïgues 			
PCP_1894.tsv	1894	Dr Georges BOUCHARD 	BOUCHARD 	Dr Georges	male		  19, rue d’Alsace, Saumur (Maine-et-Loire).	  19, rue d’Alsace, Saumur (Maine-et-Loire).	France	Saumur	47.259166666667,-0.078055555555556	47.259166666667	-0.078055555555556	19	 rue d’Alsace				67	 Après la pêche 			
PCP_1894.tsv	1894	Paul BOURGEOIS 	BOURGEOIS 	Paul	male		  67, rue du Rocher, Paris.	  67, rue du Rocher, Paris.	France	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	67	rue du Rocher	48.878,2.32012	48.878	2.32012	68	 Le Père Bernard 			
PCP_1894.tsv	1894	Paul BOURGEOIS 	BOURGEOIS 	Paul	male		  67, rue du Rocher, Paris.	  67, rue du Rocher, Paris.	France	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	67	rue du Rocher	48.878,2.32012	48.878	2.32012	69	 Au Coin du feu 			
PCP_1894.tsv	1894	Paul BOURGEOIS 	BOURGEOIS 	Paul	male		  67, rue du Rocher, Paris.	  67, rue du Rocher, Paris.	France	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	67	rue du Rocher	48.878,2.32012	48.878	2.32012	70	 Saules 			
PCP_1894.tsv	1894	Paul BOURGEOIS 	BOURGEOIS 	Paul	male		  67, rue du Rocher, Paris.	  67, rue du Rocher, Paris.	France	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	67	rue du Rocher	48.878,2.32012	48.878	2.32012	71	 Paysage des bords de la Marne 			
PCP_1894.tsv	1894	Paul BOURGEOIS 	BOURGEOIS 	Paul	male		  67, rue du Rocher, Paris.	  67, rue du Rocher, Paris.	France	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	67	rue du Rocher	48.878,2.32012	48.878	2.32012	72	 Départ pour le marché 			
PCP_1894.tsv	1894	Paul BOURGEOIS 	BOURGEOIS 	Paul	male		  67, rue du Rocher, Paris.	  67, rue du Rocher, Paris.	France	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	67	rue du Rocher	48.878,2.32012	48.878	2.32012	73	 Paysanne corrézienne 			
PCP_1894.tsv	1894	Augustin BOUTIQUE	BOUTIQUE	Augustin	male		  24, rue Saint-Thomas, Douai (Nord).	  24, rue Saint-Thomas, Douai (Nord).	France	Douai	50.370833333333,3.0791666666667	50.370833333333	3.0791666666667	24	 rue Saint-Thomas				74	 Effet de givre 			
PCP_1894.tsv	1894	Augustin BOUTIQUE	BOUTIQUE	Augustin	male		  24, rue Saint-Thomas, Douai (Nord).	  24, rue Saint-Thomas, Douai (Nord).	France	Douai	50.370833333333,3.0791666666667	50.370833333333	3.0791666666667	24	 rue Saint-Thomas				75	 Les Peupliers 			
PCP_1894.tsv	1894	Augustin BOUTIQUE	BOUTIQUE	Augustin	male		  24, rue Saint-Thomas, Douai (Nord).	  24, rue Saint-Thomas, Douai (Nord).	France	Douai	50.370833333333,3.0791666666667	50.370833333333	3.0791666666667	24	 rue Saint-Thomas				76	 Un Coin de l étang 			
PCP_1894.tsv	1894	Louis-Jules BRARD 	BRARD 	Louis-Jules	male		  Méru (Oise).	  Méru (Oise).	France	Méru	49.235833333333,2.135	49.235833333333	2.135	 					82	 Retour de l herbe  Laudricourt  Oise  			
PCP_1894.tsv	1894	Louis-Jules BRARD 	BRARD 	Louis-Jules	male		  Méru (Oise).	  Méru (Oise).	France	Méru	49.235833333333,2.135	49.235833333333	2.135	 					83	 Ils aimaient trop les poussins 			
PCP_1894.tsv	1894	Louis-Jules BRARD 	BRARD 	Louis-Jules	male		  Méru (Oise).	  Méru (Oise).	France	Méru	49.235833333333,2.135	49.235833333333	2.135	 					84	 Les Sources de Viosne à Bachaumont 			
PCP_1894.tsv	1894	Maxime BRAULT	BRAULT 	Maxime 	male		 64, rue de la Victoire, Paris.	 64, rue de la Victoire, Paris.	France	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	64	rue de la Victoire	48.875180555556,2.3352111111111	48.875180555556	2.3352111111111	85	 Vaches allant au pâturage 			
PCP_1894.tsv	1894	Maxime BRAULT	BRAULT 	Maxime 	male		 64, rue de la Victoire, Paris.	 64, rue de la Victoire, Paris.	France	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	64	rue de la Victoire	48.875180555556,2.3352111111111	48.875180555556	2.3352111111111	86	 Un coin du petit bras de la Seine à Maisons Laffitte 			
PCP_1894.tsv	1894	Maurice BRÉMARD 	BRÉMARD 	Maurice	male		  41 boulevard Haussmann, Paris.	  41 boulevard Haussmann, Paris.	France	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	41	boulevard Haussmann	48.875,2.307222	48.875	2.307222	87	 Crépuscule 			
PCP_1894.tsv	1894	Maurice BRÉMARD 	BRÉMARD 	Maurice	male		  41 boulevard Haussmann, Paris.	  41 boulevard Haussmann, Paris.	France	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	41	boulevard Haussmann	48.875,2.307222	48.875	2.307222	88	 Maître François  cordier à Berck 			
PCP_1894.tsv	1894	Maurice BRÉMARD 	BRÉMARD 	Maurice	male		  41 boulevard Haussmann, Paris.	  41 boulevard Haussmann, Paris.	France	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	41	boulevard Haussmann	48.875,2.307222	48.875	2.307222	89	 Retour de pêche 			
PCP_1894.tsv	1894	Maurice BRÉMARD 	BRÉMARD 	Maurice	male		  41 boulevard Haussmann, Paris.	  41 boulevard Haussmann, Paris.	France	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	41	boulevard Haussmann	48.875,2.307222	48.875	2.307222	90	 Étude 			
PCP_1894.tsv	1894	Maurice BRÉMARD 	BRÉMARD 	Maurice	male		  41 boulevard Haussmann, Paris.	  41 boulevard Haussmann, Paris.	France	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	41	boulevard Haussmann	48.875,2.307222	48.875	2.307222	91	 Étude 			
PCP_1894.tsv	1894	Gaston BRIAUDEAU 	BRIAUDEAU 	Gaston	male		 10, rue Voltaire, Nantes (Loire-Inférieure).	 10, rue Voltaire, Nantes (Loire-Inférieure).	France	Nantes	47.217222222222,-1.5538888888889	47.217222222222	-1.5538888888889	10	rue Voltaire	47.2124,-1.56481	47.2124	-1.56481	92	 Étude d arbre sur la Sèvre 			
PCP_1894.tsv	1894	Gaston BRIAUDEAU 	BRIAUDEAU 	Gaston	male		 10, rue Voltaire, Nantes (Loire-Inférieure).	 10, rue Voltaire, Nantes (Loire-Inférieure).	France	Nantes	47.217222222222,-1.5538888888889	47.217222222222	-1.5538888888889	10	rue Voltaire	47.2124,-1.56481	47.2124	-1.56481	93	 Le Lac de Grand-Lieu 			
PCP_1894.tsv	1894	Maurice BUCQUET	BUCQUET 	Maurice 	male		 34, rue de Chaillot, Paris.	 34, rue de Chaillot, Paris.	France	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	34	rue de Chaillot	48.8671,2.29725	48.8671	2.29725	106	 Coin de Ferme 			
PCP_1894.tsv	1894	Maurice BUCQUET	BUCQUET 	Maurice 	male		 34, rue de Chaillot, Paris.	 34, rue de Chaillot, Paris.	France	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	34	rue de Chaillot	48.8671,2.29725	48.8671	2.29725	107	 L Écluse de Moret 			
PCP_1894.tsv	1894	Maurice BUCQUET	BUCQUET 	Maurice 	male		 34, rue de Chaillot, Paris.	 34, rue de Chaillot, Paris.	France	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	34	rue de Chaillot	48.8671,2.29725	48.8671	2.29725	108	 Une Idylle aux champs 			
PCP_1894.tsv	1894	Maurice BUCQUET	BUCQUET 	Maurice 	male		 34, rue de Chaillot, Paris.	 34, rue de Chaillot, Paris.	France	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	34	rue de Chaillot	48.8671,2.29725	48.8671	2.29725	109	 Étude 			
PCP_1894.tsv	1894	Maurice BUCQUET	BUCQUET 	Maurice 	male		 34, rue de Chaillot, Paris.	 34, rue de Chaillot, Paris.	France	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	34	rue de Chaillot	48.8671,2.29725	48.8671	2.29725	110	 Une Ferme dans le Perche 			
PCP_1894.tsv	1894	Maurice BUCQUET	BUCQUET 	Maurice 	male		 34, rue de Chaillot, Paris.	 34, rue de Chaillot, Paris.	France	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	34	rue de Chaillot	48.8671,2.29725	48.8671	2.29725	111	 Portrait d enfant 			
PCP_1894.tsv	1894	Maurice BUCQUET	BUCQUET 	Maurice 	male		 34, rue de Chaillot, Paris.	 34, rue de Chaillot, Paris.	France	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	34	rue de Chaillot	48.8671,2.29725	48.8671	2.29725	112	 Étude 			
PCP_1894.tsv	1894	E.-P. CHABRIER	CHABRIER 	E.-P. 	unknown		 31, rue Tronchet, Paris.	 31, rue Tronchet, Paris.	France	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	31	rue Tronchet	48.8722,2.32606	48.8722	2.32606	127	 Portrait de M  Duquesne 			
PCP_1894.tsv	1894	E.-P. CHABRIER	CHABRIER 	E.-P. 	unknown		 31, rue Tronchet, Paris.	 31, rue Tronchet, Paris.	France	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	31	rue Tronchet	48.8722,2.32606	48.8722	2.32606	128	 Étude 			
PCP_1894.tsv	1894	E.-P. CHABRIER	CHABRIER 	E.-P. 	unknown		 31, rue Tronchet, Paris.	 31, rue Tronchet, Paris.	France	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	31	rue Tronchet	48.8722,2.32606	48.8722	2.32606	129	 Portrait de Mme X 			
PCP_1894.tsv	1894	CHAFFAUD 	CHAFFAUD 		unknown		 14, rue Saint-Nicolas, Angers (Maine-et-Loire).	 14, rue Saint-Nicolas, Angers (Maine-et-Loire).	France	Angers	47.472777777778,-0.55555555555556	47.472777777778	-0.55555555555556	14	 rue Saint-Nicolas				130	 Le Bac du Port de l Ile 			
PCP_1894.tsv	1894	A. CHARREL 	CHARREL	A.	unknown		 10 allée du Lac Inférieur, Le Vésinet (Seine-et-Oise).	 10 allée du Lac Inférieur, Le Vésinet (Seine-et-Oise).	France	Le Vésinet	48.893888888889,2.1322222222222	48.893888888889	2.1322222222222	10	 allée du Lac Inférieur				131	 La Bresle  près d Incheville 			
PCP_1894.tsv	1894	A. CHARREL 	CHARREL	A.	unknown		 10 allée du Lac Inférieur, Le Vésinet (Seine-et-Oise).	 10 allée du Lac Inférieur, Le Vésinet (Seine-et-Oise).	France	Le Vésinet	48.893888888889,2.1322222222222	48.893888888889	2.1322222222222	10	 allée du Lac Inférieur				132	 Étude de roseaux 			
PCP_1894.tsv	1894	Paul F. CHARPENTIER 	CHARPENTIER 	Paul F.	male		 11, quai Conti, Paris.	 11, quai Conti, Paris.	France	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	11	quai de Conti	48.857102,2.338155	48.857102	2.338155	133	 Chute de la Pique  à Luchon 			
PCP_1894.tsv	1894	Ferdinand COSTE 	COSTE 	Ferdinand	male		  Lacanche, par Arnay-le-Duc (Côte-d'Or).	  Lacanche, par Arnay-le-Duc (Côte-d'Or).	France	Lacanche	47.075,4.5594444444444	47.075	4.5594444444444	 					141	 En Famille 			
PCP_1894.tsv	1894	Ferdinand COSTE 	COSTE 	Ferdinand	male		  Lacanche, par Arnay-le-Duc (Côte-d'Or).	  Lacanche, par Arnay-le-Duc (Côte-d'Or).	France	Lacanche	47.075,4.5594444444444	47.075	4.5594444444444	 					142	 Doll 			
PCP_1894.tsv	1894	Ferdinand COSTE 	COSTE 	Ferdinand	male		  Lacanche, par Arnay-le-Duc (Côte-d'Or).	  Lacanche, par Arnay-le-Duc (Côte-d'Or).	France	Lacanche	47.075,4.5594444444444	47.075	4.5594444444444	 					143	 A l Abreuvoir 			
PCP_1894.tsv	1894	Ferdinand COSTE 	COSTE 	Ferdinand	male		  Lacanche, par Arnay-le-Duc (Côte-d'Or).	  Lacanche, par Arnay-le-Duc (Côte-d'Or).	France	Lacanche	47.075,4.5594444444444	47.075	4.5594444444444	 					144	 Surpris 			
PCP_1894.tsv	1894	Ferdinand COSTE 	COSTE 	Ferdinand	male		  Lacanche, par Arnay-le-Duc (Côte-d'Or).	  Lacanche, par Arnay-le-Duc (Côte-d'Or).	France	Lacanche	47.075,4.5594444444444	47.075	4.5594444444444	 					145	 Dans le bois 			
PCP_1894.tsv	1894	Ferdinand COSTE 	COSTE 	Ferdinand	male		  Lacanche, par Arnay-le-Duc (Côte-d'Or).	  Lacanche, par Arnay-le-Duc (Côte-d'Or).	France	Lacanche	47.075,4.5594444444444	47.075	4.5594444444444	 					146	 La Herse 			
PCP_1894.tsv	1894	Ferdinand COSTE 	COSTE 	Ferdinand	male		  Lacanche, par Arnay-le-Duc (Côte-d'Or).	  Lacanche, par Arnay-le-Duc (Côte-d'Or).	France	Lacanche	47.075,4.5594444444444	47.075	4.5594444444444	 					147	 Pendant la Fenaison  en Morvan 			
PCP_1894.tsv	1894	P. COUTANT 	COUTANT 	P.	unknown		  8, rue du Pont-Neuf, Parthenay (Deux-Sèvres).	  8, rue du Pont-Neuf, Parthenay (Deux-Sèvres).	France	Parthenay	46.648611111111,-0.24694444444444	46.648611111111	-0.24694444444444	8	 rue du Pont-Neuf				148	 Moulin à Saint-Paul  près Parthenay 			
PCP_1894.tsv	1894	P. COUTANT 	COUTANT 	P.	unknown		  8, rue du Pont-Neuf, Parthenay (Deux-Sèvres).	  8, rue du Pont-Neuf, Parthenay (Deux-Sèvres).	France	Parthenay	46.648611111111,-0.24694444444444	46.648611111111	-0.24694444444444	8	 rue du Pont-Neuf				149	 Prairie  Étude de frênes 			
PCP_1894.tsv	1894	P. COUTANT 	COUTANT 	P.	unknown		  8, rue du Pont-Neuf, Parthenay (Deux-Sèvres).	  8, rue du Pont-Neuf, Parthenay (Deux-Sèvres).	France	Parthenay	46.648611111111,-0.24694444444444	46.648611111111	-0.24694444444444	8	 rue du Pont-Neuf				150	 Le Pont de l Arche 			
PCP_1894.tsv	1894	P. COUTANT 	COUTANT 	P.	unknown		  8, rue du Pont-Neuf, Parthenay (Deux-Sèvres).	  8, rue du Pont-Neuf, Parthenay (Deux-Sèvres).	France	Parthenay	46.648611111111,-0.24694444444444	46.648611111111	-0.24694444444444	8	 rue du Pont-Neuf				151	 Fontaine 			
PCP_1894.tsv	1894	P. COUTANT 	COUTANT 	P.	unknown		  8, rue du Pont-Neuf, Parthenay (Deux-Sèvres).	  8, rue du Pont-Neuf, Parthenay (Deux-Sèvres).	France	Parthenay	46.648611111111,-0.24694444444444	46.648611111111	-0.24694444444444	8	 rue du Pont-Neuf				152	 Vallée du moulin de l Arche 			
PCP_1894.tsv	1894	P. COUTANT 	COUTANT 	P.	unknown		  8, rue du Pont-Neuf, Parthenay (Deux-Sèvres).	  8, rue du Pont-Neuf, Parthenay (Deux-Sèvres).	France	Parthenay	46.648611111111,-0.24694444444444	46.648611111111	-0.24694444444444	8	 rue du Pont-Neuf				153	 La Dertrandière 			
PCP_1894.tsv	1894	CRIÉSIS	CRIÉSIS		unknown		  19, rue Clément-Marot, Paris.	  19, rue Clément-Marot, Paris.	France	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	19	rue Clément-Marot	48.8677,2.30326	48.8677	2.30326	169	 Nemours   Les bords du Loing 			
PCP_1894.tsv	1894	Arthur-G. DA CUNHA 	DA CUNHA 	Arthur-G.	male		  3, rue Meissonier, Paris.	  3, rue Meissonier, Paris.	France	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	3	rue Meissonier	48.8831,2.3044	48.8831	2.3044	175	 Étude 			
PCP_1894.tsv	1894	Arthur-G. DA CUNHA 	DA CUNHA 	Arthur-G.	male		  3, rue Meissonier, Paris.	  3, rue Meissonier, Paris.	France	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	3	rue Meissonier	48.8831,2.3044	48.8831	2.3044	176	 Étude 			
PCP_1894.tsv	1894	Arthur-G. DA CUNHA 	DA CUNHA 	Arthur-G.	male		  3, rue Meissonier, Paris.	  3, rue Meissonier, Paris.	France	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	3	rue Meissonier	48.8831,2.3044	48.8831	2.3044	177	 Étude 			
PCP_1894.tsv	1894	Arthur-G. DA CUNHA 	DA CUNHA 	Arthur-G.	male		  3, rue Meissonier, Paris.	  3, rue Meissonier, Paris.	France	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	3	rue Meissonier	48.8831,2.3044	48.8831	2.3044	178	 Étude 			
PCP_1894.tsv	1894	Achille DARNIS 	DARNIS 	Achille	male		  12, avenue d'Antin.	  12, avenue d'Antin.	France	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	12	avenue Franklin-D.-Roosevelt	48.86805,2.31016	48.86805	2.31016	179	 Rochers 			
PCP_1894.tsv	1894	Jules DAVID 	DAVID 	Jules	male		 3, rue Colombel, Nantes (Loire-Inférieure).	 3, rue Colombel, Nantes (Loire-Inférieure).	France	Nantes	47.217222222222,-1.5538888888889	47.217222222222	-1.5538888888889	3	rue Colombel				179 bis	 Une Ferme aux environs de Nantes 			
PCP_1894.tsv	1894	Robert DEMACHY 	DEMACHY 	Robert	male		  13, rue François Ier, Paris.	  13, rue François Ier, Paris.	France	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	13	Rue François-Ier	48.8679,2.30497	48.8679	2.30497	187	 Paysanne au fagot 			
PCP_1894.tsv	1894	Robert DEMACHY 	DEMACHY 	Robert	male		  13, rue François Ier, Paris.	  13, rue François Ier, Paris.	France	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	13	Rue François-Ier	48.8679,2.30497	48.8679	2.30497	188	 Matinée d hiver 			
PCP_1894.tsv	1894	Robert DEMACHY 	DEMACHY 	Robert	male		  13, rue François Ier, Paris.	  13, rue François Ier, Paris.	France	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	13	Rue François-Ier	48.8679,2.30497	48.8679	2.30497	189	 Matinée de brouillard 			
PCP_1894.tsv	1894	Robert DEMACHY 	DEMACHY 	Robert	male		  13, rue François Ier, Paris.	  13, rue François Ier, Paris.	France	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	13	Rue François-Ier	48.8679,2.30497	48.8679	2.30497	190	 Étude  Tête  			
